Internship_ID,Student_ID,Is_Shortlisted
4567,78666748,0.11039229823241577
4567,7701095,0.1947926055943626
4567,7681149,0.10539825302808109
4567,7706333,0.13623477905550097
4567,7681530,0.20121166031995483
4567,7694782,0.09679884899578715
4567,7663873,0.16978060382852073
4567,7703575,0.08917051161910529
4567,7708160,0.23307595382094184
4567,78657673,0.13998836015266633
4567,7702647,0.11677012610987655
4567,78662982,0.1415810275065033
4567,7659506,0.14865063407656984
4567,78656736,0.10587762980317372
4567,7687647,0.14847084715152523
4567,78655436,0.094511758363356
4567,7697170,0.11291339927112196
4567,78657139,0.13048654213657165
4567,78659919,0.15195302081307605
4567,7699460,0.15470936048245099
4567,7708835,0.1585176165559846
4761,7690386,0.31277671446908184
4761,7702529,0.28472972303967037
4789,7672093,0.05957399477787777
4789,7663578,0.08808994407856834
4789,7656177,0.05147058003009822
4789,7667238,0.07100281101855233
4789,78658264,0.06436227519903655
4789,7658284,0.06529550568840468
4789,7693274,0.05023817968604076
4789,7678192,0.048413736782123726
4789,7657308,0.057410989536364435
4789,7690422,0.07828063292489315
4789,7699499,0.08505381834449574
4789,7670641,0.048807214602293626
4789,7663451,0.05484608311589198
4789,78666429,0.043462947901561556
4789,7685767,0.07221097526433388
4789,7710332,0.0497660202961474
4789,78656552,0.06092492413863673
4789,7669352,0.06279216022043935
4789,7679774,0.06721313301395057
4789,7700005,0.07239839097264354
4789,7691812,0.06982668609822096
4789,7675518,0.08957798021998828
4789,7658004,0.0691266902376025
4789,7692008,0.06643736750655159
4789,7695226,0.04963904116698305
4789,7688063,0.05221020510220138
4789,78660719,0.0642152743947878
4789,7669305,0.08507023094608732
4789,7677660,0.06347981923683928
4789,78662794,0.1002697961928911
4789,7699339,0.06925513242533335
4789,7702891,0.08152345034369891
4789,78655881,0.06931322428652609
4789,7703137,0.1336365939912571
4789,78654605,0.059729427012654726
4789,78667818,0.06419535049919252
4789,7664650,0.0690429757967977
4789,7698379,0.08374324715018892
4789,7668707,0.09309598783084905
4789,78655770,0.05689334099334507
4789,7695592,0.08939293875419284
4789,7681120,0.0619048658206279
4789,7686789,0.053225260848170114
4789,7666106,0.05954740452393548
4789,7687679,0.0645255912595225
4789,7661861,0.08670383682018953
4789,7700590,0.04136867678028259
4789,7656688,0.045389949623556684
4789,78665162,0.0810189701792027
4789,7674182,0.08168752505193294
4789,7656973,0.06122829928798271
4789,7690805,0.0668128569079726
4789,7691308,0.0846800664527432
4789,7689591,0.05358503818369494
4789,7696663,0.0717668512450247
4789,7688290,0.09609040941213105
4789,7699738,0.056114503107218376
4789,7668682,0.09733997853660753
4789,78666612,0.05432984353142501
4789,78664118,0.05643072466761089
4789,7664295,0.1454236575155405
4789,7672703,0.1018370608600241
4789,7672275,0.059336916406973694
4789,7677707,0.06539147017440192
4789,7683476,0.0737844962302978
4789,7709004,0.08324210367756055
4789,7679780,0.07054611440433958
4789,7710578,0.04892660559504776
4789,7695727,0.07034653774706091
4789,78667350,0.054836798383377794
4789,7678592,0.10494485892223857
4789,7695272,0.057716776229889764
4789,7677600,0.11695760448528897
4789,7665008,0.06620034212935484
4789,7676353,0.051714678006423626
4789,78665974,0.04960287843411084
4789,7712318,0.054214804111328715
4789,7694371,0.08446504924425532
4789,7709082,0.057920432640203495
4789,7673186,0.08962263054840648
4789,7654664,0.0643087142293189
4789,78657340,0.07933259810815045
4789,7659447,0.10119456461286132
4789,78658957,0.051986427252420274
4789,7684414,0.05756925618032539
4789,7655446,0.1458609901601305
4789,78655851,0.08380378092508256
4789,7684647,0.043960864510473915
4789,7673624,0.07811214105845475
4789,7709386,0.07662042644171738
4789,7703290,0.047115537489472406
4789,7656004,0.06554716419541212
4789,7685904,0.04819775252890061
4789,7679481,0.05167668231843815
4789,7668697,0.10493914913131137
4789,7660657,0.0638096134654529
4789,7699757,0.06770675951570918
4789,7686166,0.054413009441915315
4789,7680985,0.14172179965429776
4789,7656917,0.07729828342741936
4789,7662633,0.05181964540977338
4789,7662197,0.07185980550631871
4789,7697867,0.06687904402469778
4789,7682346,0.05249750230118895
4789,7711171,0.08493093138570398
4789,78667100,0.05187002137832869
4789,78655257,0.0833918844568533
4789,78666068,0.07872753112536938
4789,7679202,0.11887038432923457
4789,7682862,0.0757017733316775
4789,7666859,0.09276595944358632
4789,7654586,0.10043910736148239
4789,7679405,0.08241630335307906
4789,7708803,0.05798124246046893
4789,7697104,0.05627919356610096
4789,7663809,0.07390204782193324
4789,7692565,0.05768054678111459
4789,78663080,0.09041672483566292
4789,78658881,0.086607965916198
4789,7695391,0.09483914880949958
4789,7680822,0.08953955772596528
4789,7676373,0.10253828741930728
4789,7691357,0.11448732970796485
4789,7687796,0.08170582498591275
4789,7654495,0.07738119009002553
4789,7686642,0.05195515233281077
4789,7666512,0.08013528253545578
4789,7661315,0.0692701066214947
4789,7706868,0.0493243704649723
4789,78661653,0.0662096672984526
4789,7691580,0.054684260829839036
4789,7663221,0.07171032114849574
4789,7657217,0.06984506118501027
4789,7675729,0.11704275953084901
4789,78664058,0.09403212275706994
4789,7664091,0.08109003030012928
4789,7687520,0.06504058371333783
4789,7673539,0.07451341703136878
4789,78657821,0.052054278739985096
4789,7665116,0.12318293002380004
4789,7695059,0.06654226812488033
4789,7655962,0.08503017543669582
4789,78663471,0.09031884051376994
4789,78666598,0.0823381435963584
4789,7712095,0.05308795001061665
4789,7692201,0.07280451504030033
4789,7659825,0.08754635514985586
4789,7662698,0.06829102103755502
4789,7679833,0.08358868921510651
4789,7685122,0.05164313545758885
4789,7707390,0.06586561697835426
4789,7681080,0.07867713133150625
4789,7690793,0.08410575249534437
4789,78663482,0.051474595800427854
4789,78668373,0.0660859345677037
4789,7708048,0.06820897859926628
4789,7695168,0.0645736452562043
4789,7677814,0.06886014369416085
4789,78667051,0.06127469986260311
4789,7703974,0.07054905222974285
4789,7677137,0.04983897819957337
4789,7677031,0.05083064974058298
4789,7707533,0.0715373183394173
4789,7665622,0.0865820120535884
4789,7711822,0.07194780145373887
4789,7674567,0.0771081354824269
4789,78667042,0.0740346117377787
4789,78659967,0.08176968132971071
4789,78655977,0.08279728537583152
4789,7706965,0.05487892895274982
4789,78661151,0.04044478836228077
4789,7655389,0.08303989360654528
4789,7692469,0.05860292864688157
4789,7664994,0.05806493477331672
4789,7698853,0.0851773625733888
4789,7688335,0.05471867851351793
4789,7704720,0.07428766718861352
4789,7655574,0.06836469261825677
4789,7674588,0.07888479659784453
4789,7668411,0.05645432550168015
4789,7660277,0.07237377307792317
4789,7698814,0.1118987043222686
4789,7679891,0.05736334295093745
4789,7699718,0.05220060303389851
4789,7684984,0.12374476972062927
4789,78667525,0.0468774207095131
4789,78659941,0.07225508247062004
4789,7660373,0.0802194456593257
4789,7658096,0.04639578984272584
4789,7711431,0.051316421473592305
4789,7662812,0.06852519625373368
4789,7688064,0.09185946759157317
4789,7702184,0.059592069882499786
4789,7661987,0.05312938361204827
4789,78661572,0.057292105394412846
4789,7654536,0.06489735637138754
4789,7701503,0.06177032000266987
4789,7711707,0.07570810155567202
4789,7654355,0.10538955859053334
4789,7683566,0.08467275205345678
4789,7682903,0.0904384890121074
4789,7679057,0.05118432729136521
4789,78662989,0.05562230179842866
4789,7695225,0.0433407476726345
4789,7668925,0.1008523473808288
4789,78667089,0.04163549207071669
4789,7665017,0.10675765778353542
4789,7698983,0.0658476731261321
4789,7669046,0.09007185407649554
4789,7682656,0.0640876655918866
4789,7668433,0.051647745469164466
4789,7676465,0.11036556285736479
4789,7666537,0.06220658577532218
4789,7664136,0.08930829999972038
4789,7672816,0.04280007810692087
4789,7654958,0.07612167625015527
4789,78667931,0.04770006104055659
4789,7703569,0.08600026679033015
4789,7680584,0.057998835034749514
4789,7695548,0.05388581647154507
4789,7683720,0.08456011207963568
4789,7692692,0.10989298297795103
4789,7695511,0.11781138905777487
4789,7656967,0.08231010749908672
4789,7700014,0.05983202478713593
4789,7693845,0.04722017925473293
4789,78666737,0.08855276744158969
4789,7660656,0.05244891017036866
4789,7681296,0.08249962813433341
4789,7657084,0.051133658703129435
4789,78659419,0.05860406941377474
4789,78666593,0.06106336843975393
4789,7669671,0.08833400075563345
4789,7655967,0.049119348472188205
4789,7710043,0.04809882313261617
4794,7710084,0.15551974501255283
4794,78654934,0.08262000427852088
4794,7697801,0.08218961367884091
4794,78655932,0.0743992192373969
4794,7699206,0.08930479162067186
4794,7665829,0.15023031937877507
4794,7658910,0.10149074377253604
4794,7666211,0.11145103523667634
4794,7670502,0.06687879223374496
4794,7700670,0.13807074887183227
4794,7683785,0.09304064250472621
4794,7709463,0.08589296905584969
4794,7688138,0.08782628336357316
4794,78656177,0.09547295200011421
